Ingredient name,Brand,Product name,Link,Ingredient name_Product name,Price,Product type,Formulation type,Formulated for,Image
Xanthan Gum,Drunk Elephant,Protini™ Polypeptide Firming Refillable Moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,Xanthan Gum_Protini™ Polypeptide Firming Refillable Moisturizer,$69,Moisturizer,,,
Isomalt,Drunk Elephant,Protini™ Polypeptide Firming Refillable Moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,Isomalt_Protini™ Polypeptide Firming Refillable Moisturizer,$69,Moisturizer,,,
"1,2-Hexanediol",Drunk Elephant,Protini™ Polypeptide Firming Refillable Moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,"1,2-Hexanediol_Protini™ Polypeptide Firming Refillable Moisturizer",$69,Moisturizer,,,
Caprylyl Glycol,Drunk Elephant,Protini™ Polypeptide Firming Refillable Moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,Caprylyl Glycol_Protini™ Polypeptide Firming Refillable Moisturizer,$69,Moisturizer,,,
Chlorphenesin,Drunk Elephant,Protini™ Polypeptide Firming Refillable Moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,Chlorphenesin_Protini™ Polypeptide Firming Refillable Moisturizer,$69,Moisturizer,,,
Phenoxyethanol,Drunk Elephant,Protini™ Polypeptide Firming Refillable Moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,Phenoxyethanol_Protini™ Polypeptide Firming Refillable Moisturizer,$69,Moisturizer,,,
Tocopherol,Drunk Elephant,Protini™ Polypeptide Firming Refillable Moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,Tocopherol_Protini™ Polypeptide Firming Refillable Moisturizer,$69,Moisturizer,,,
Sodium Benzoate,Drunk Elephant,Protini™ Polypeptide Firming Refillable Moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,Sodium Benzoate_Protini™ Polypeptide Firming Refillable Moisturizer,$69,Moisturizer,,,
Phenylpropanol,Drunk Elephant,Protini™ Polypeptide Firming Refillable Moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,Phenylpropanol_Protini™ Polypeptide Firming Refillable Moisturizer,$69,Moisturizer,,,
Glyceryl Caprylate,Drunk Elephant,Protini™ Polypeptide Firming Refillable Moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,Glyceryl Caprylate_Protini™ Polypeptide Firming Refillable Moisturizer,$69,Moisturizer,,,
Symphytum Officinale Callus Culture Extract,Drunk Elephant,Protini™ Polypeptide Firming Refillable Moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,Symphytum Officinale Callus Culture Extract_Protini™ Polypeptide Firming Refillable Moisturizer,$69,Moisturizer,,,
Water,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210581,Water_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Caprylic/Capric Triglyceride,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210582,Caprylic/Capric Triglyceride_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Cetyl Alcohol,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210583,Cetyl Alcohol_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Propanediol,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210584,Propanediol_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Stearyl Alcohol,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210585,Stearyl Alcohol_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Glycerin,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210586,Glycerin_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Sodium Hyaluronate,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210587,Sodium Hyaluronate_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Arginine,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210588,Arginine_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Aspartic Acid,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210589,Aspartic Acid_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Glycine,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210590,Glycine_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Alanine,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210591,Alanine_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Serine,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210592,Serine_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Valine,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210593,Valine_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Isoleucine,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210594,Isoleucine_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Proline,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210595,Proline_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Threonine,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210596,Threonine_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Histidine,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210597,Histidine_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Phenylalanine,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210598,Phenylalanine_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Glucose,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210599,Glucose_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Maltose,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210600,Maltose_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Fructose,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210601,Fructose_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Trehalose,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210602,Trehalose_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Sodium PCA,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210603,Sodium PCA_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
PCA,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210604,PCA_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Sodium Lactate,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210605,Sodium Lactate_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Urea,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210606,Urea_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Allantoin,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210607,Allantoin_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Linoleic Acid,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210608,Linoleic Acid_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Oleic Acid,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210609,Oleic Acid_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Phytosteryl Canola Glycerides,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210610,Phytosteryl Canola Glycerides_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Palmitic Acid,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210611,Palmitic Acid_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Stearic Acid,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210612,Stearic Acid_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Lecithin,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210613,Lecithin_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Triolein,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210614,Triolein_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Tocopherol,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210615,Tocopherol_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Carbomer,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210616,Carbomer_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Isoceteth-20,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210617,Isoceteth-20_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Polysorbate 60,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210618,Polysorbate 60_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Sodium Chloride,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210619,Sodium Chloride_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Citric Acid,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210620,Citric Acid_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Trisodium Ethylenediamine Disuccinate,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210621,Trisodium Ethylenediamine Disuccinate_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Pentylene Glycol,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210622,Pentylene Glycol_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Triethanolamine,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210623,Triethanolamine_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Sodium Hydroxide,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210624,Sodium Hydroxide_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Phenoxyethanol,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210625,Phenoxyethanol_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Chlorphenesin,The Ordinary,Natural Moisturizing Factors + HA,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2210626,Chlorphenesin_Natural Moisturizing Factors + HA,$14,Moisturizer,,,
Water/Aqua/Eau,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Water/Aqua/Eau_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Glycerin,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Glycerin_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Caprylic/Capric Triglyceride,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Caprylic/Capric Triglyceride_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Isopropyl Isostearate,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Isopropyl Isostearate_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Pseudozyma Epicola/Camellia Sinensis Seed Oil Ferment Extract Filtrate,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Pseudozyma Epicola/Camellia Sinensis Seed Oil Ferment Extract Filtrate_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Glyceryl Stearate SE,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Glyceryl Stearate SE_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Cetearyl Alcohol,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Cetearyl Alcohol_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Palmitic Acid,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Palmitic Acid_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Stearic Acid,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Stearic Acid_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Pentylene Glycol,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Pentylene Glycol_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Plantago Lanceolata Leaf Extract,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Plantago Lanceolata Leaf Extract_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Adansonia Digitata Seed Oil,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Adansonia Digitata Seed Oil_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Citrullus Lanatus (Watermelon) Seed Oil,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Citrullus Lanatus (Watermelon) Seed Oil_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Passiflora Edulis Seed Oil,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Passiflora Edulis Seed Oil_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Schinziophyton Rautanenii Kernel Oil,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Schinziophyton Rautanenii Kernel Oil_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Sclerocarya Birrea Seed Oil,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Sclerocarya Birrea Seed Oil_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Ximenia Americana Seed Oil,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Ximenia Americana Seed Oil_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Cholesterol,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Cholesterol_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Ceramide AP,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Ceramide AP_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Ceramide EOP,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Ceramide EOP_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Sodium Hyaluronate Crosspolymer,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Sodium Hyaluronate Crosspolymer_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Ceramide NP,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Ceramide NP_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Phytosphingosine,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Phytosphingosine_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Ceteareth-20,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Ceteareth-20_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Trisodium Ethylenediamine Disuccinate,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Trisodium Ethylenediamine Disuccinate_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Tocopherol,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Tocopherol_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Sodium Lauroyl Lactylate,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Sodium Lauroyl Lactylate_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Sodium Hydroxide,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Sodium Hydroxide_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Citric Acid,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Citric Acid_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Carbomer,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Carbomer_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Xanthan Gum,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Xanthan Gum_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Caprylyl Glycol,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Caprylyl Glycol_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Sodium Chloride,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Sodium Chloride_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Sodium Carbonate,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Sodium Carbonate_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Chlorphenesin,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Chlorphenesin_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Phenoxyethanol,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Phenoxyethanol_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Ethylhexylglycerin,Drunk Elephant,Lala Retro™ Nourishing Whipped Refillable Moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,Ethylhexylglycerin_Lala Retro™ Nourishing Whipped Refillable Moisturizer,$64,Moisturizer,,,
Aqua/Water/Eau,Tatcha,The Dewy Skin Cream Plumping & Hydrating Refillable Moisturizer,https://www.sephora.com/product/the-dewy-skin-cream-P441101?skuId=2406866&icid2=products%20grid:p441101:product,Aqua/Water/Eau_The Dewy Skin Cream Plumping & Hydrating Refillable Moisturizer,$89,Moisturizer,,,
Saccharomyces/Rice Ferment Filtrate,Tatcha,The Dewy Skin Cream Plumping & Hydrating Refillable Moisturizer,https://www.sephora.com/product/the-dewy-skin-cream-P441101?skuId=2406866&icid2=products%20grid:p441101:product,Saccharomyces/Rice Ferment Filtrate_The Dewy Skin Cream Plumping & Hydrating Refillable Moisturizer,$89,Moisturizer,,,
